lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
1,1,66.0,2,17,2,1,0,0,0,1
78,0,107.1,7,4,4,2,1,3,0,0
97,2,96.3,4,8,4,2,0,0,0,1
42,0,94.5,4,20,3,2,0,0,0,1
56,1,185.0,9,25,3,2,2,0,0,1
9,1,121.0,6,12,4,2,2,0,0,1
109,1,113.26,7,11,4,5,3,0,3,1
122,1,89.25,10,25,4,2,2,0,0,1
219,2,90.95,10,22,4,2,2,0,0,1
29,2,111.67,9,25,4,1,2,3,0,1
54,1,69.5,3,5,4,1,0,3,0,1
104,2,159.3,5,14,4,1,2,0,3,1
116,0,81.67,2,28,3,1,2,0,0,1
20,1,105.0,9,14,4,2,1,0,0,1
109,0,150.3,8,19,4,2,0,0,3,0
12,1,139.0,7,10,4,1,2,3,0,1
197,2,106.2,4,12,4,3,0,0,0,0
38,0,60.0,11,5,3,3,1,0,3,1
105,1,114.3,7,7,4,3,1,0,0,1
32,0,95.0,10,10,2,2,1,0,0,1
0,0,65.0,10,27,2,2,0,0,0,1
6,0,212.72,11,9,4,4,0,0,5,0
21,0,129.58,12,28,4,4,0,0,3,1
207,3,76.5,8,21,4,3,2,0,0,1
94,0,149.7,7,28,4,3,0,0,3,1
196,0,105.3,8,28,4,1,2,0,0,0
23,1,91.63,10,16,4,2,2,3,0,1
14,0,80.09,1,20,4,14,5,0,0,1
9,0,88.27,1,20,4,9,2,0,0,1
42,0,97.63,3,20,4,2,2,0,0,0
185,1,124.46,9,3,4,5,2,0,0,0
6,0,58.0,12,6,3,2,2,0,0,1
7,2,78.63,11,17,4,3,1,3,0,1
165,2,72.25,7,31,3,4,2,0,0,1
124,0,82.13,4,12,4,5,0,0,1,1
40,0,189.9,4,6,4,1,0,0,5,0
0,0,123.0,10,20,2,1,0,0,0,1
6,1,114.0,9,20,4,0,1,3,0,1
100,1,55.96,7,31,4,2,0,0,0,1
16,0,154.33,4,30,4,4,2,0,3,0
48,0,80.0,9,11,3,1,0,1,0,1
34,0,138.7,11,7,4,2,1,0,0,1
50,0,63.75,12,3,3,2,2,0,0,1
134,1,76.84,5,29,4,3,2,0,0,1
46,0,104.4,4,1,4,2,0,0,3,0
7,0,147.73,8,26,4,2,1,0,4,1
10,0,107.0,10,2,4,2,2,0,3,0
130,3,122.4,11,12,4,1,2,0,3,1
2,0,65.0,10,18,2,0,2,0,0,1
15,0,65.0,2,2,2,1,0,0,0,1
0,2,65.0,12,20,3,1,0,0,0,1
103,0,85.0,9,28,3,1,0,3,0,0
11,1,127.6,8,19,4,1,0,0,1,1
30,1,94.5,9,13,4,0,2,0,0,1
96,0,112.01,5,22,4,2,2,0,1,0
5,1,0.0,5,9,1,0,1,0,0,1
85,0,162.3,4,7,4,3,0,0,5,0
43,2,94.5,9,17,4,1,0,0,0,1
111,0,87.0,2,14,4,3,2,0,0,1
17,1,124.0,9,11,4,0,2,0,0,1
26,2,99.17,11,12,4,4,2,0,3,1
71,0,112.8,4,24,4,1,2,0,3,1
73,0,75.0,12,1,3,3,0,0,0,1
41,0,100.0,10,24,3,3,1,0,0,1
75,0,150.45,5,9,4,6,3,0,3,1
74,1,91.5,6,26,4,1,2,3,0,1
12,0,230.0,2,14,4,3,2,1,5,0
64,2,93.6,11,1,4,4,0,0,0,1
74,1,109.28,6,16,4,3,0,0,3,1
95,0,76.5,4,3,4,1,2,3,0,1
75,1,96.78,10,2,4,0,2,0,3,1
92,1,135.9,6,16,4,3,0,0,0,1
34,1,71.1,3,14,4,3,1,3,0,1
25,1,109.4,4,17,4,3,2,0,0,1
77,1,68.04,4,15,4,2,1,3,0,1
153,2,105.3,8,1,4,0,1,0,0,0
34,1,97.4,3,3,4,3,2,0,3,1
42,0,65.0,9,15,2,2,0,0,0,1
259,2,95.85,7,22,4,2,0,0,1,0
5,0,64.8,12,1,3,3,0,0,0,1
94,0,80.75,5,2,3,3,1,0,0,1
8,1,79.0,6,23,4,1,0,3,0,0
137,0,198.0,8,8,4,3,1,1,3,0
44,0,99.0,8,30,4,3,0,3,0,0
22,2,149.0,9,15,4,1,0,0,0,1
160,1,97.56,7,18,4,6,3,0,0,1
207,2,177.3,8,7,4,0,2,0,5,0
20,1,69.5,1,24,4,2,2,3,0,1
9,0,70.4,1,28,4,3,1,0,0,1
36,0,133.2,6,9,4,2,0,0,3,0
49,0,69.5,3,6,4,1,2,3,0,1
1,0,92.11,6,12,4,3,2,0,0,1
30,5,96.3,10,14,4,3,0,0,0,1
106,2,113.4,10,7,4,2,1,0,0,1
177,2,130.05,8,11,4,3,2,0,3,0
51,1,129.0,11,1,4,3,0,0,0,1
59,2,129.2,12,13,4,5,0,1,3,1
14,0,117.3,11,6,4,2,2,0,0,1
40,0,128.1,6,27,4,2,1,0,0,0
145,1,76.5,8,15,4,2,2,0,0,1
35,1,248.49,9,18,4,0,2,0,1,1
134,1,109.65,6,5,4,2,2,3,0,1
13,0,95.0,4,11,4,0,1,0,0,0
6,0,67.0,10,6,2,1,0,0,0,1
0,0,123.0,10,20,3,1,0,0,0,1
120,0,110.59,5,12,4,3,1,0,0,0
18,1,139.0,9,15,4,1,0,3,0,0
71,0,73.95,3,13,4,3,2,0,0,0
41,0,81.08,4,21,4,1,0,0,0,0
79,0,139.5,7,11,4,4,1,0,3,1
7,0,80.0,10,12,2,0,1,3,0,1
13,0,131.6,4,14,3,1,0,1,0,1
138,0,72.5,8,22,3,1,2,1,0,1
96,2,79.2,12,2,4,2,0,3,0,1
41,2,109.0,10,27,4,1,0,3,0,1
149,0,71.0,1,17,3,2,2,0,0,1
77,1,94.5,4,15,4,2,0,3,0,1
237,1,81.5,7,28,4,4,2,0,1,1
29,0,85.0,4,6,3,4,0,3,0,1
118,0,96.3,6,28,4,3,0,0,0,0
193,1,99.45,8,18,4,3,1,0,0,1
124,0,94.5,8,8,4,1,2,1,0,0
116,1,76.0,5,4,3,4,0,0,0,1
219,1,145.1,9,13,4,2,0,0,0,0
303,1,73.95,11,18,4,2,2,0,0,1
46,1,96.16,3,13,4,5,3,0,3,0
10,1,93.0,2,6,4,1,0,0,0,1
6,1,139.0,6,30,4,1,0,3,0,0
10,2,102.33,9,7,4,2,1,3,0,1
7,0,124.0,8,17,4,1,0,0,0,0
87,1,111.6,4,30,4,1,1,3,0,0
53,1,94.5,10,26,4,2,1,0,0,1
117,0,82.45,4,27,4,4,1,3,0,0
0,1,133.0,9,5,4,1,0,0,0,0
101,0,107.1,8,6,4,1,2,3,0,0
10,2,146.0,5,6,4,2,1,0,3,1
17,1,90.34,12,30,4,5,2,3,0,1
1,0,80.0,1,18,4,0,1,0,0,1
22,2,111.0,11,1,4,4,0,0,0,1
81,0,119.0,12,23,4,3,2,0,3,1
67,1,140.4,5,31,4,3,0,0,3,1
73,1,96.9,12,25,4,2,2,0,3,1
11,1,87.0,11,1,4,1,2,0,0,1
86,2,198.9,5,22,4,3,2,1,0,1
20,1,102.0,11,1,4,4,0,0,0,0
42,0,95.0,9,28,3,3,0,0,0,1
0,1,44.0,1,5,4,2,0,3,0,1
96,1,121.8,4,10,4,1,2,0,0,1
2,0,88.0,1,2,4,3,2,0,0,1
2,1,115.0,9,2,4,1,0,3,3,1
27,0,137.0,4,17,4,0,1,0,3,0
20,0,58.0,12,27,3,1,2,0,0,1
12,0,111.35,5,31,4,3,0,0,0,0
106,0,120.28,5,21,4,2,2,0,0,0
33,1,97.71,5,9,4,4,1,0,0,1
1,0,107.0,10,18,3,1,0,0,3,1
38,1,101.83,9,14,4,5,2,0,0,1
210,0,146.0,7,27,3,2,0,0,5,0
58,0,81.0,1,27,3,2,0,0,0,1
58,2,90.68,10,31,4,3,1,3,0,1
0,0,51.3,11,27,4,2,0,3,0,1
296,0,117.0,9,21,3,4,0,1,0,0
41,1,78.54,10,14,4,4,0,0,3,1
3,0,128.8,6,11,4,1,0,0,4,1
17,1,109.0,3,16,4,1,0,0,0,1
0,0,81.0,8,6,4,1,0,0,0,1
136,0,121.5,7,16,4,1,1,0,0,0
19,2,162.0,8,26,4,2,1,0,3,1
6,2,159.0,9,25,4,1,2,3,0,1
90,1,70.78,7,11,4,3,1,3,0,1
88,1,90.68,10,29,4,2,2,0,0,1
2,1,134.0,3,24,4,2,0,3,0,1
33,1,117.9,5,21,4,1,1,0,0,1
1,2,98.0,8,23,4,0,2,0,0,1
5,0,71.8,12,5,3,1,2,0,0,1
86,1,107.95,4,17,4,2,2,0,3,1
78,1,177.3,9,18,4,1,2,0,3,1
0,2,159.0,6,22,4,1,0,0,0,1
111,1,96.3,4,26,4,1,0,0,0,1
2,1,118.0,5,8,4,0,2,0,3,1
50,0,101.15,3,28,4,3,1,0,0,0
72,0,75.0,11,24,3,3,0,0,0,1
60,0,126.0,12,8,4,3,0,0,3,0
1,0,85.5,8,28,4,0,2,3,0,1
64,2,107.1,9,1,4,3,1,0,0,1
107,1,109.16,7,9,4,5,2,0,0,1
14,2,105.0,9,1,4,1,0,0,0,1
44,2,137.14,4,29,4,2,2,0,0,1
6,1,106.07,9,22,4,3,0,0,0,1
19,1,73.9,1,30,4,1,0,0,0,1
6,1,156.0,6,19,4,0,1,0,3,1
10,1,94.91,11,4,4,2,2,3,0,1
123,1,143.1,9,20,4,5,1,0,3,0
132,1,104.55,3,21,3,5,2,0,4,1
13,1,96.0,1,20,4,2,0,0,0,1
6,2,109.0,9,14,4,2,1,0,0,1
22,0,65.0,12,18,2,1,0,0,0,1
207,0,72.25,8,20,3,6,4,0,0,1
46,0,86.5,5,19,3,3,2,0,0,1
24,1,95.0,5,8,2,3,2,0,0,1
12,3,100.94,11,12,4,2,2,0,0,1
290,2,90.95,10,24,4,4,1,0,0,1
100,0,150.3,8,24,4,4,0,0,3,0
235,1,94.5,8,31,4,3,0,3,0,0
69,0,60.0,12,3,3,3,0,0,3,1
123,0,146.7,8,21,4,0,1,0,3,1
26,0,78.2,11,12,3,2,2,0,3,0
8,0,78.0,12,16,4,2,0,3,0,1
8,1,40.0,9,13,2,1,0,0,0,1
2,0,88.0,3,16,0,2,0,0,0,1
30,1,67.5,1,28,4,3,0,3,0,1
69,1,140.7,7,19,4,3,0,0,3,1
54,2,118.8,4,10,4,1,2,0,3,1
117,1,155.7,8,12,4,2,1,0,3,1
33,1,119.0,9,26,4,1,1,0,0,1
63,2,121.5,7,24,4,1,2,0,0,1
149,1,99.45,7,12,4,5,0,0,0,1
81,1,88.83,3,25,4,2,2,0,0,0
47,1,99.4,2,29,4,3,1,0,3,1
1,0,108.0,9,4,3,1,0,1,0,1
255,0,123.75,12,30,4,2,2,0,3,1
7,0,68.0,6,27,3,3,1,0,0,1
12,0,75.2,12,14,4,1,0,0,0,1
217,1,80.75,8,7,4,4,2,3,0,1
21,0,139.0,5,31,4,3,0,0,0,0
136,0,117.36,8,23,4,8,2,0,0,0
94,0,58.0,3,12,3,2,2,0,0,1
203,3,135.15,10,6,4,3,2,1,0,1
2,1,82.9,1,12,4,2,0,0,0,1
53,1,83.92,3,15,4,5,2,0,0,1
26,1,108.58,11,11,4,2,2,0,3,1
111,0,72.25,7,13,3,3,0,0,0,0
35,0,67.5,2,11,4,3,0,3,0,0
4,1,149.0,9,11,4,0,1,0,0,1
126,2,90.53,12,27,3,3,0,0,3,1
239,0,78.77,12,27,4,10,2,0,0,0
0,0,79.0,2,6,4,1,0,0,0,1
7,1,141.95,5,30,4,0,1,0,3,1
35,0,67.5,2,12,4,2,0,3,0,0
61,0,76.58,4,11,4,3,1,0,0,0
117,0,66.14,3,2,4,1,0,0,0,1
115,2,68.0,7,10,4,3,2,0,0,0
188,2,168.3,7,16,4,1,2,0,5,0
46,0,85.5,10,24,3,3,1,0,0,1
184,2,164.25,8,17,4,1,0,1,0,0
0,0,81.0,8,6,4,2,0,3,0,1
8,1,200.2,9,30,4,1,0,0,5,1
0,0,90.0,8,15,4,1,2,0,0,1
123,1,126.3,5,6,4,2,0,0,3,1
75,0,135.0,10,11,4,5,0,0,0,0
5,2,114.0,9,9,4,2,0,0,0,1
11,1,113.34,9,15,4,3,1,0,3,1
0,3,0.0,5,4,1,1,0,0,6,1
35,1,113.4,11,18,4,1,0,0,0,1
214,2,96.9,9,30,4,2,2,3,0,1
53,2,135.9,6,28,4,5,0,0,0,1
15,0,151.0,7,6,4,3,0,0,0,1
132,0,105.3,5,6,4,2,0,0,0,1
5,1,96.0,12,15,4,3,0,0,0,1
31,1,119.1,3,5,4,3,2,0,3,0
139,0,102.06,10,4,4,5,0,0,0,0
91,0,135.9,6,19,4,1,2,0,0,0
0,0,0.0,7,20,4,1,0,1,0,1
43,0,103.84,8,23,4,5,2,0,3,0
61,0,78.3,3,4,4,2,1,0,0,0
1,0,106.0,8,19,4,1,0,0,0,1
74,0,69.4,7,27,4,7,3,0,0,1
38,0,52.39,3,5,4,3,2,3,0,1
1,1,95.48,6,22,4,1,0,3,0,1
37,1,69.5,2,4,4,3,1,3,0,1
85,0,99.3,4,7,4,3,0,0,3,0
129,3,146.7,8,17,4,1,0,0,3,1
210,0,36.38,10,8,3,3,1,0,0,1
95,2,84.6,11,20,4,0,2,0,0,0
9,2,140.0,8,19,4,1,0,0,0,1
6,0,110.0,6,8,3,1,0,0,0,1
30,0,109.35,10,2,4,2,2,0,0,1
123,1,100.8,4,30,4,1,1,0,0,0
10,0,119.0,6,14,4,1,0,0,3,0
13,0,65.0,11,29,2,1,0,0,0,1
11,0,155.0,10,2,4,0,2,0,0,0
97,2,150.3,8,1,4,2,1,0,3,1
32,0,73.32,4,18,4,5,1,0,0,1
48,1,6.0,10,19,4,3,1,0,1,1
14,1,147.0,5,29,4,0,1,0,3,1
180,0,112.2,8,3,4,5,2,0,3,0
23,2,105.0,10,4,4,2,2,0,0,1
41,0,114.3,3,12,4,1,2,0,3,1
38,2,88.4,11,27,4,2,2,0,0,1
1,1,109.0,6,26,4,0,1,0,0,1
1,0,159.0,8,20,4,1,0,0,0,1
8,1,65.0,7,28,2,1,0,0,0,1
28,2,115.23,9,27,4,3,0,0,0,1
19,1,64.67,11,14,4,3,1,0,0,1
47,1,125.1,9,11,4,0,2,3,0,1
38,1,76.23,9,2,4,1,0,3,0,1
97,1,90.08,7,14,4,3,0,0,0,1
16,0,165.67,3,25,4,2,1,0,0,0
4,1,146.0,3,24,4,2,0,0,0,1
125,0,94.5,5,6,4,2,0,3,0,0
82,1,117.9,8,5,4,2,2,0,0,1
15,0,139.0,9,15,4,2,0,3,0,0
43,0,144.23,8,29,4,3,1,0,3,1
28,0,93.6,6,12,4,7,4,0,3,1
76,1,58.76,10,22,4,3,1,3,0,1
109,2,97.75,11,21,4,4,1,0,3,1
58,1,85.3,3,1,4,8,2,0,3,1
104,1,91.48,10,18,4,4,0,0,0,1
74,0,99.45,4,13,4,4,0,0,0,1
52,0,82.08,11,14,4,3,1,0,3,1
1,2,140.0,12,31,4,1,0,3,0,1
177,0,82.96,7,27,4,2,0,0,3,0
31,0,116.1,3,26,4,1,1,3,0,0
11,1,76.29,11,27,4,2,2,3,0,0
81,0,116.1,5,7,4,1,0,3,0,1
5,2,171.26,2,1,4,0,1,0,6,1
10,0,127.0,3,17,4,2,0,0,0,0
28,0,99.0,9,1,4,2,0,3,0,1
59,0,80.75,4,28,3,3,0,0,0,1
35,0,70.0,10,30,3,2,1,0,3,1
196,1,83.0,7,31,4,2,2,3,0,1
25,1,90.95,11,6,4,2,2,0,0,1
1,0,180.0,9,24,4,1,0,3,0,0
13,0,67.0,9,5,2,2,1,0,0,1
215,2,96.3,8,8,4,2,1,0,0,1
78,0,100.0,3,25,4,2,1,0,0,0
1,1,31.0,2,26,2,2,0,0,0,1
12,1,202.88,10,29,4,2,2,0,5,0
188,0,116.7,8,30,4,3,0,0,0,0
7,0,85.0,2,22,4,0,1,0,0,0
133,0,113.6,8,15,4,2,1,0,3,0
28,2,157.0,5,29,4,0,1,0,3,1
169,2,121.5,8,3,4,3,0,0,0,0
58,1,102.15,10,31,4,1,1,0,0,1
164,1,88.5,7,19,4,3,0,3,0,1
105,0,82.45,4,18,4,3,1,0,0,1
28,1,75.0,12,1,2,3,1,0,0,1
24,0,115.0,10,10,3,3,1,1,0,1
45,1,108.0,8,31,4,2,0,3,0,1
150,1,135.0,8,17,4,2,0,0,0,1
134,0,101.18,5,30,4,5,1,0,4,1
43,4,88.4,11,30,4,4,0,0,0,1
89,2,137.7,7,17,4,0,1,0,3,1
21,0,133.5,9,29,4,4,0,0,0,0
78,2,86.4,11,23,4,1,0,0,0,1
117,2,108.0,10,2,4,0,1,3,0,1
120,0,79.2,12,4,4,1,2,3,0,0
3,0,0.0,11,16,1,1,1,0,0,1
69,1,140.4,6,30,4,3,2,0,3,1
31,1,95.0,5,15,2,4,2,0,0,1
160,0,106.75,8,8,4,5,2,3,0,0
142,0,143.1,9,20,4,5,1,0,3,0
0,0,66.0,1,6,2,1,0,0,0,1
14,1,0.0,9,12,1,0,1,0,1,1
230,0,80.75,6,19,3,3,2,0,0,1
75,0,78.0,3,19,4,1,2,0,1,0
138,0,47.25,8,22,3,1,2,1,0,1
11,3,138.71,10,23,4,5,2,0,3,1
137,1,102.73,8,20,4,5,2,0,0,1
1,1,170.0,9,19,4,1,2,0,3,1
90,0,133.2,8,7,4,2,2,0,3,1
40,1,75.0,11,2,3,4,0,0,0,1
91,1,95.0,9,26,3,3,1,0,0,1
10,0,137.0,3,29,4,1,0,0,3,0
142,1,95.79,8,21,4,3,2,0,1,1
157,0,75.27,8,21,4,3,2,0,0,0
43,2,135.9,9,9,4,1,0,0,0,1
89,1,127.8,7,14,4,2,0,0,3,0
0,0,188.0,8,8,2,0,1,0,4,1
0,0,95.0,6,23,2,1,0,0,0,1
68,0,49.5,9,29,3,2,0,0,0,1
39,0,81.9,3,14,4,2,1,0,0,1
38,0,75.8,2,21,3,2,2,0,3,1
1,2,112.0,2,14,3,2,2,0,3,1
135,0,132.3,10,1,4,1,2,0,3,0
142,0,114.3,5,22,4,1,2,0,3,1
37,1,95.4,3,1,4,4,0,0,3,0
60,2,80.1,10,27,4,1,0,3,0,1
19,0,69.0,12,5,4,2,2,0,0,1
34,1,168.3,8,16,4,7,2,0,3,1
133,0,109.8,6,27,4,2,1,0,3,0
46,1,75.0,3,29,3,5,0,0,0,1
15,1,120.18,6,1,4,4,0,0,0,1
21,1,165.0,5,4,4,1,0,0,3,1
0,0,65.0,11,3,2,3,0,0,0,1
116,0,89.25,5,15,4,3,2,3,0,0
225,0,67.5,11,25,4,1,0,3,0,0
110,0,149.4,9,22,4,3,1,0,3,0
182,0,137.7,8,7,4,1,2,0,3,0
36,1,85.0,9,18,3,1,0,0,0,1
35,0,97.0,9,17,3,3,0,0,3,1
186,0,123.3,11,3,4,1,0,0,3,0
56,0,64.75,3,5,4,3,2,3,0,1
43,1,108.0,10,3,4,0,1,3,0,0
37,0,115.32,6,26,4,1,2,0,0,0
199,0,128.92,8,12,4,4,2,1,0,0
143,1,103.5,8,13,4,1,0,3,0,1
3,0,92.7,5,2,3,2,1,0,0,1
150,2,121.83,6,14,4,5,1,0,3,1
10,1,130.75,10,22,4,3,1,0,0,1
44,1,74.8,11,16,4,4,1,3,0,1
4,1,87.0,11,27,4,2,1,0,0,1
124,0,74.8,12,4,4,4,2,3,0,0
69,0,83.0,9,22,3,2,0,1,0,1
56,0,88.4,12,26,4,3,1,3,0,0
40,1,118.0,12,31,3,3,0,0,0,1
23,2,105.0,9,14,4,3,1,0,0,1
4,0,107.0,6,20,3,3,1,0,3,1
202,1,40.0,11,6,2,2,2,0,0,1
4,1,67.0,9,6,2,3,0,0,0,1
57,0,126.36,6,3,4,1,0,0,3,0
15,0,164.0,9,26,4,2,1,0,3,1
0,0,85.0,11,9,4,0,1,3,0,1
31,0,63.0,3,19,3,1,1,0,0,1
91,0,135.9,8,3,4,1,0,0,0,0
100,0,100.63,11,13,4,2,2,0,3,0
96,0,116.1,5,23,4,0,1,3,0,1
210,0,88.7,5,2,4,1,1,0,0,0
105,2,72.25,11,27,4,2,1,0,0,1
61,0,87.3,3,10,4,3,0,0,3,0
41,0,60.0,11,8,3,2,2,0,3,1
140,1,127.71,6,19,4,2,2,0,3,1
1,1,127.0,12,30,4,3,0,0,0,1
109,0,62.7,2,21,4,2,2,0,0,1
37,1,126.6,3,24,4,3,0,0,0,1
74,0,123.3,10,31,4,0,1,0,3,1
48,2,111.6,10,2,4,2,0,0,0,1
222,0,168.3,10,29,4,1,0,0,5,0
79,0,137.91,12,26,4,3,1,1,3,0
2,2,156.0,8,26,4,1,0,0,5,1
176,2,137.7,8,9,4,3,0,0,3,0
88,1,112.01,5,29,4,2,2,0,1,1
192,0,86.0,9,25,3,3,2,0,0,1
9,1,124.0,5,18,4,1,0,3,0,1
138,0,130.05,7,16,4,3,2,0,0,1
31,2,125.1,9,11,4,0,1,3,0,1
141,0,96.9,8,20,3,2,2,0,0,1
57,0,72.47,12,25,4,5,2,0,0,1
22,0,119.0,9,26,4,3,1,3,0,0
23,1,119.4,10,27,3,1,0,0,0,1
110,0,85.75,5,17,3,7,2,0,0,1
8,0,56.0,3,2,3,2,0,0,0,1
7,0,139.0,8,7,4,5,2,3,0,0
112,1,112.5,8,9,4,4,0,3,0,1
0,1,0.0,12,10,1,1,0,0,5,1
0,0,100.0,8,22,2,1,1,0,0,1
1,1,92.0,2,22,4,0,1,0,0,1
92,2,68.0,7,6,4,3,1,0,0,0
123,0,113.55,5,13,4,2,2,0,0,0
58,0,60.0,2,5,3,2,1,0,0,1
6,0,0.0,11,13,1,0,1,0,5,1
21,2,121.2,11,11,4,2,2,0,3,1
42,2,143.1,4,29,4,2,1,0,0,1
105,0,72.25,8,26,3,4,2,0,0,0
4,0,85.0,9,19,3,0,1,3,0,1
207,0,99.45,8,7,4,2,2,0,3,0
7,0,90.0,4,13,3,1,0,0,0,1
208,0,104.62,7,21,4,2,0,0,1,0
9,1,0.0,9,7,1,1,0,0,1,1
0,0,119.35,10,7,4,1,0,0,3,1
0,1,164.0,9,23,4,2,0,0,0,1
1,1,96.3,10,23,4,2,2,0,0,1
102,0,82.45,8,13,3,3,2,0,3,1
9,1,108.0,7,20,4,1,0,3,0,1
141,0,99.96,5,30,4,4,1,0,0,0
20,0,76.0,11,1,4,3,0,3,0,1
42,1,71.1,3,11,4,2,1,3,0,1
151,0,59.5,3,20,3,3,2,0,0,1
29,1,100.28,3,10,4,3,2,0,0,1
169,0,106.0,4,22,4,2,2,1,0,0
33,0,150.57,8,13,3,2,2,0,4,1
308,0,71.91,12,29,4,3,2,3,0,0
1,0,51.5,2,7,3,1,2,0,3,1
52,0,150.9,8,26,4,4,2,0,3,1
46,1,122.4,12,29,4,1,0,0,0,1
238,0,86.7,12,31,4,1,2,0,0,0
33,1,89.1,6,20,4,1,1,3,0,1
84,2,89.25,10,16,4,2,1,0,0,1
111,1,145.0,5,19,4,3,1,0,0,1
58,0,75.0,11,16,3,3,0,0,0,1
32,0,75.0,10,20,3,2,0,0,3,1
279,0,73.95,12,21,4,4,0,0,0,0
36,1,99.48,11,15,4,4,0,1,3,0
49,0,65.75,3,2,4,4,1,3,0,1
49,0,112.2,4,10,4,2,2,0,3,0
10,1,110.08,9,5,4,4,2,0,3,1
33,0,126.9,3,24,4,3,0,0,0,0
55,2,123.3,3,29,4,3,0,0,3,1
30,2,94.5,9,13,4,2,2,0,0,1
0,0,86.0,1,1,4,1,0,3,0,1
229,0,85.5,9,3,4,1,0,3,0,0
59,0,121.5,5,19,4,1,0,0,0,0
94,0,146.7,6,30,4,2,0,0,3,0
77,0,116.1,6,1,4,3,0,3,0,0
67,3,93.6,11,1,4,4,0,0,0,1
220,0,89.27,6,2,4,3,0,0,0,0
4,2,194.33,3,27,4,1,2,0,5,1
186,0,83.83,8,26,4,2,2,0,1,0
186,2,102.6,9,30,4,2,2,3,0,0
4,1,77.0,1,15,4,1,0,3,0,1
12,1,66.0,1,24,2,1,2,0,0,1
8,2,113.0,9,1,3,3,0,0,0,1
116,1,87.08,10,24,4,3,1,3,0,1
9,1,0.0,12,10,1,1,0,0,5,1
4,0,185.0,12,28,4,1,0,0,5,1
4,0,147.0,7,19,2,3,0,0,4,1
125,0,126.51,7,31,4,5,2,0,3,1
33,0,143.1,3,24,4,2,0,0,0,0
53,1,115.04,9,20,4,3,0,0,3,1
65,2,113.55,10,26,4,2,0,0,0,1
12,0,129.0,6,27,4,0,1,3,0,0
47,1,142.65,6,19,4,2,2,1,0,1
111,1,140.4,5,21,4,1,1,0,3,0
84,1,87.3,4,1,4,2,1,0,0,1
0,0,127.0,2,15,4,0,1,0,3,1
45,0,71.1,3,11,4,2,0,3,0,0
40,0,85.0,10,25,3,3,0,0,0,1
0,0,91.0,2,18,4,1,0,0,0,1
44,0,233.1,9,3,4,1,2,1,5,0
80,0,126.9,5,14,4,1,2,0,0,0
28,0,75.0,10,19,3,4,1,0,3,1
222,0,158.95,8,14,4,10,4,0,5,0
47,0,65.0,11,11,2,1,0,0,0,1
191,0,96.9,8,1,3,2,1,0,0,1
70,0,78.3,3,3,4,2,0,0,0,0
0,2,126.0,10,1,4,1,0,0,0,1
141,1,111.15,6,5,4,0,2,0,0,1
102,1,108.0,10,2,4,1,2,3,0,1
106,2,84.58,7,13,3,4,0,0,0,1
93,1,121.5,6,20,4,1,1,0,0,0
13,2,139.0,9,9,4,1,0,0,0,1
25,0,125.5,4,17,4,2,2,0,0,1
63,2,103.95,9,4,4,2,2,0,0,1
128,0,104.18,5,5,4,3,0,0,1,1
17,0,118.0,9,2,4,1,0,3,0,1
2,0,90.0,6,3,3,2,0,0,0,1
122,2,150.45,6,13,4,4,1,0,3,1
69,1,117.18,4,10,4,2,2,1,3,1
22,0,67.52,3,6,4,3,2,0,0,1
21,0,119.0,6,23,4,1,0,0,0,0
62,0,68.0,12,25,3,3,2,0,0,1
1,0,103.5,3,28,4,3,1,0,0,1
141,1,109.8,6,30,4,3,0,0,3,0
52,0,140.4,5,11,4,3,0,0,3,0
136,1,105.3,8,3,4,3,0,0,0,1
64,0,138.24,11,9,4,4,1,0,3,1
35,0,118.8,9,5,4,3,1,0,0,1
61,1,74.61,10,27,4,5,0,0,3,1
132,0,162.0,9,9,4,3,2,0,3,0
41,1,107.41,10,5,4,2,0,0,3,1
0,1,126.0,10,30,4,2,1,0,3,1
91,0,102.06,10,17,4,2,1,0,0,0
135,1,101.7,5,28,4,1,2,3,0,1
111,0,94.78,8,8,3,2,1,0,3,1
121,0,91.5,4,30,4,1,2,3,0,1
35,0,75.0,10,26,3,3,1,0,3,1
5,1,73.9,1,14,4,2,0,0,0,1
33,0,90.54,4,18,4,4,1,3,0,0
11,1,120.0,12,30,4,2,0,3,0,1
1,0,110.0,9,10,0,3,2,0,3,1
56,1,76.92,6,21,4,3,0,0,0,1
19,1,57.98,2,17,4,1,0,3,0,1
37,1,80.3,2,10,4,4,1,0,0,1
18,0,109.0,3,19,4,1,1,0,0,0
25,2,106.88,2,26,4,2,2,0,3,1
2,0,72.0,2,17,3,3,0,0,0,1
105,2,15.0,7,24,4,4,2,0,0,1
34,1,90.0,10,25,3,3,2,0,3,1
9,2,88.4,12,4,4,2,2,0,0,1
38,2,196.46,5,27,4,2,2,0,6,1
109,2,146.7,7,10,4,0,2,0,3,1
132,0,55.63,12,20,4,2,2,0,0,1
9,0,123.33,6,12,4,1,2,0,0,0
71,0,101.87,10,7,4,2,2,0,3,0
19,0,139.0,8,20,4,2,2,3,0,0
88,1,104.4,10,25,4,2,0,0,3,1
40,0,115.2,9,5,4,4,1,0,4,1
114,0,81.26,7,11,4,3,1,0,0,1
12,0,89.0,7,20,4,1,0,3,0,0
